,,N,-C,-C(hex),(-)4k+3,(-)4k+3(hex),(-)4k+1,(-)4k+1(hex),+E,+E(hex),+4k+3,+4k+3(hex),+4k+1,+4k+1(hex)
1,<<,5576,-825,-0x339,,,-21279,-0x531f,+4207,+0x106f,,,+13197,+0x338d
1,<<,5577,-9501,-0x251d,,,-10915,-0x2aa3,+639,+0x27f,,,+8225,+0x2021
1,<<,5578,-4221,-0x107d,,,-16071,-0x3ec7,+2205,+0x89d,+3739,+0xe9b,,
1,<<,5579,-775,-0x307,-2185,-0x889,,,+11,+0xb,,,+22001,+0x55f1
1,<<,5580,-9245,-0x241d,,,-47523,-0xb9a3,+757,+0x2f5,+963,+0x3c3,,
1,<<,5581,-4233,-0x1089,,,-5295,-0x14af,+2235,+0x8bb,,,+5669,+0x1625
1,<<,5582,-3773,-0xebd,,,-24615,-0x6027,+10639,+0x298f,,,+11817,+0x2e29
1,<<,5583,-7801,-0x1e79,,,-9007,-0x232f,+5475,+0x1563,,,+8849,+0x2291
1,<<,5584,-1887,-0x75f,-6489,-0x1959,,,+913,+0x391,+2575,+0xa0f,,
1,<<,5585,-3183,-0xc6f,-5265,-0x1491,,,+2255,+0x8cf,,,+2525,+0x9dd
1,<<,5586,-17,-0x11,,,-11843,-0x2e43,+1723,+0x6bb,,,+22417,+0x5791
1,<<,5587,-2407,-0x967,-8905,-0x22c9,,,+2891,+0xb4b,,,+26781,+0x689d
1,<<,5588,-1667,-0x683,-2633,-0xa49,,,+127,+0x7f,,,+24997,+0x61a5
1,<<,5589,-1131,-0x46b,-7381,-0x1cd5,,,+1499,+0x5db,,,+32061,+0x7d3d
1,<<,5590,-3867,-0xf1b,-6585,-0x19b9,,,+997,+0x3e5,+2223,+0x8af,,
1,<<,5591,-1065,-0x429,,,-1171,-0x493,+881,+0x371,+3863,+0xf17,,
1,<<,5592,-2183,-0x887,-6117,-0x17e5,,,+2881,+0xb41,+10255,+0x280f,,
1,<<,5593,-15021,-0x3aad,,,-18079,-0x469f,+8841,+0x2289,+10335,+0x285f,,
1,<<,5594,-3411,-0xd53,-10373,-0x2885,,,+10455,+0x28d7,,,+10917,+0x2aa5
1,<<,5595,-7861,-0x1eb5,,,-14019,-0x36c3,+7955,+0x1f13,,,+16185,+0x3f39
1,<<,5596,-13545,-0x34e9,,,-25455,-0x636f,+4087,+0xff7,,,+26821,+0x68c5
1,<<,5597,-699,-0x2bb,-5005,-0x138d,,,+915,+0x393,,,+4865,+0x1301
1,<<,5598,-2375,-0x947,-3173,-0xc65,,,+39,+0x27,,,+8197,+0x2005
1,<<,5599,-9945,-0x26d9,,,-10695,-0x29c7,+83,+0x53,,,+3125,+0xc35
1,<<,5600,-6993,-0x1b51,,,-7295,-0x1c7f,+597,+0x255,+6307,+0x18a3,,
1,<<,5601,-5053,-0x13bd,,,-14971,-0x3a7b,+4125,+0x101d,+4659,+0x1233,,
1,<<,5602,-423,-0x1a7,-585,-0x249,,,+5559,+0x15b7,,,+22033,+0x5611
1,<<,5603,-2185,-0x889,,,-12675,-0x3183,+15705,+0x3d59,+37955,+0x9443,,
1,<<,5604,-4547,-0x11c3,-23729,-0x5cb1,,,+3057,+0xbf1,+9403,+0x24bb,,
1,<<,5605,-11803,-0x2e1b,-19893,-0x4db5,,,+3467,+0xd8b,,,+9801,+0x2649
1,<<,5606,-2135,-0x857,-8381,-0x20bd,,,+3655,+0xe47,,,+7425,+0x1d01
1,<<,5607,-14899,-0x3a33,-24601,-0x6019,,,+65,+0x41,+3851,+0xf0b,,
1,<<,5608,-125,-0x7d,,,-4547,-0x11c3,+5817,+0x16b9,+7651,+0x1de3,,
1,<<,5609,-453,-0x1c5,,,-2731,-0xaab,+3765,+0xeb5,+7355,+0x1cbb,,
1,<<,5610,-13055,-0x32ff,-33365,-0x8255,,,+529,+0x211,+6903,+0x1af7,,
1,<<,5611,-1449,-0x5a9,,,-1495,-0x5d7,+2475,+0x9ab,,,+4925,+0x133d
1,<<,5612,-1139,-0x473,-9593,-0x2579,,,+3037,+0xbdd,+11995,+0x2edb,,
1,<<,5613,-949,-0x3b5,,,-4939,-0x134b,+345,+0x159,+17615,+0x44cf,,
1,<<,5614,-8127,-0x1fbf,-12153,-0x2f79,,,+7185,+0x1c11,+12319,+0x301f,,
1,<<,5615,-1057,-0x421,,,-12519,-0x30e7,+2165,+0x875,+7175,+0x1c07,,
1,<<,5616,-7613,-0x1dbd,,,-20339,-0x4f73,+823,+0x337,,,+4357,+0x1105
1,<<,5617,-3709,-0xe7d,,,-14355,-0x3813,+6111,+0x17df,,,+9521,+0x2531
1,<<,5618,-3737,-0xe99,,,-6411,-0x190b,+1825,+0x721,+2247,+0x8c7,,
1,<<,5619,-1701,-0x6a5,,,-6979,-0x1b43,+905,+0x389,+7019,+0x1b6b,,
1,<<,5620,-7643,-0x1ddb,-8949,-0x22f5,,,+6355,+0x18d3,,,+12361,+0x3049
1,<<,5621,-1359,-0x54f,-6705,-0x1a31,,,+3941,+0xf65,+6431,+0x191f,,
1,<<,5622,-707,-0x2c3,-1217,-0x4c1,,,+7323,+0x1c9b,,,+29565,+0x737d
1,<<,5623,-4921,-0x1339,,,-16987,-0x425b,+8093,+0x1f9d,+13679,+0x356f,,
1,<<,5624,-3447,-0xd77,-13677,-0x356d,,,+1945,+0x799,+12567,+0x3117,,
1,<<,5625,-399,-0x18f,-4533,-0x11b5,,,+945,+0x3b1,+13611,+0x352b,,
1,<<,5626,-1341,-0x53d,,,-4383,-0x111f,+1639,+0x667,,,+6313,+0x18a9
1,<<,5627,-1309,-0x51d,,,-8515,-0x2143,+1749,+0x6d5,+12615,+0x3147,,
1,<<,5628,-2763,-0xacb,-11057,-0x2b31,,,+18091,+0x46ab,,,+29965,+0x750d
1,<<,5629,-531,-0x213,-3469,-0xd8d,,,+107,+0x6b,,,+2565,+0xa05
1,<<,5630,-3,-0x3,-10505,-0x2909,,,+4099,+0x1003,,,+28153,+0x6df9
1,<<,5631,-6589,-0x19bd,,,-7459,-0x1d23,+2453,+0x995,+14763,+0x39ab,,
1,<<,5632,-2729,-0xaa9,,,-4355,-0x1103,+9793,+0x2641,+24927,+0x615f,,
1,<<,5633,-7765,-0x1e55,,,-21483,-0x53eb,+1841,+0x731,+2739,+0xab3,,
1,<<,5634,-1847,-0x737,-3785,-0xec9,,,+5463,+0x1557,,,+11173,+0x2ba5
1,<<,5635,-6921,-0x1b09,,,-12579,-0x3123,+14745,+0x3999,+18015,+0x465f,,
1,<<,5636,-3183,-0xc6f,-17129,-0x42e9,,,+1131,+0x46b,,,+10605,+0x296d
1,<<,5637,-2635,-0xa4b,-7989,-0x1f35,,,+1761,+0x6e1,+14715,+0x397b,,
1,<<,5638,-2691,-0xa83,-10925,-0x2aad,,,+529,+0x211,+1099,+0x44b,,
1,<<,5639,-1045,-0x415,,,-44271,-0xacef,+2963,+0xb93,,,+6045,+0x179d
1,<<,5640,-333,-0x14d,,,-19907,-0x4dc3,+1771,+0x6eb,,,+16245,+0x3f75
1,<<,5641,-721,-0x2d1,,,-8839,-0x2287,+3087,+0xc0f,,,+5001,+0x1389
1,<<,5642,-2273,-0x8e1,,,-11867,-0x2e5b,+1285,+0x505,+4075,+0xfeb,,
1,<<,5643,-2709,-0xa95,,,-2859,-0xb2b,+93,+0x5d,+3759,+0xeaf,,
1,<<,5644,-227,-0xe3,-4877,-0x130d,,,+1017,+0x3f9,+10483,+0x28f3,,
1,<<,5645,-3471,-0xd8f,-10473,-0x28e9,,,+2211,+0x8a3,,,+19209,+0x4b09
1,<<,5646,-1773,-0x6ed,,,-3167,-0xc5f,+8557,+0x216d,+9747,+0x2613,,
1,<<,5647,-1341,-0x53d,,,-2931,-0xb73,+7535,+0x1d6f,,,+8285,+0x205d
1,<<,5648,-7337,-0x1ca9,,,-14343,-0x3807,+1467,+0x5bb,,,+5185,+0x1441
1,<<,5649,-3549,-0xddd,,,-14139,-0x373b,+7179,+0x1c0b,,,+7437,+0x1d0d
1,<<,5650,-3753,-0xea9,,,-21287,-0x5327,+997,+0x3e5,+2167,+0x877,,
1,<<,5651,-91,-0x5b,-6849,-0x1ac1,,,+6551,+0x1997,,,+7025,+0x1b71
1,<<,5652,-1469,-0x5bd,,,-2139,-0x85b,+16621,+0x40ed,+20623,+0x508f,,
1,<<,5653,-4803,-0x12c3,-7701,-0x1e15,,,+4661,+0x1235,+16955,+0x423b,,
1,<<,5654,-1025,-0x401,,,-1947,-0x79b,+3645,+0xe3d,+4383,+0x111f,,
1,<<,5655,-3441,-0xd71,,,-11491,-0x2ce3,+171,+0xab,,,+23661,+0x5c6d
1,<<,5656,-2003,-0x7d3,-3029,-0xbd5,,,+2251,+0x8cb,,,+23941,+0x5d85
1,<<,5657,-61,-0x3d,,,-6099,-0x17d3,+555,+0x22b,,,+15929,+0x3e39
1,<<,5658,-1463,-0x5b7,-10161,-0x27b1,,,+9597,+0x257d,+12019,+0x2ef3,,
1,<<,5659,-9379,-0x24a3,-23245,-0x5acd,,,+903,+0x387,,,+10313,+0x2849
1,<<,5660,-9455,-0x24ef,-18357,-0x47b5,,,+141,+0x8d,+6703,+0x1a2f,,
1,<<,5661,-1675,-0x68b,-3493,-0xda5,,,+1055,+0x41f,,,+12005,+0x2ee5
1,<<,5662,-7775,-0x1e5f,-16857,-0x41d9,,,+7513,+0x1d59,+11055,+0x2b2f,,
1,<<,5663,-4291,-0x10c3,-4369,-0x1111,,,+10271,+0x281f,,,+15045,+0x3ac5
1,<<,5664,-10425,-0x28b9,,,-13323,-0x340b,+2595,+0xa23,,,+19341,+0x4b8d
1,<<,5665,-1009,-0x3f1,,,-1831,-0x727,+5261,+0x148d,+15107,+0x3b03,,
1,<<,5666,-365,-0x16d,,,-4355,-0x1103,+99,+0x63,,,+4005,+0xfa5
1,<<,5667,-1689,-0x699,,,-12667,-0x317b,+2961,+0xb91,+2991,+0xbaf,,
1,<<,5668,-10869,-0x2a75,,,-14775,-0x39b7,+7531,+0x1d6b,,,+11925,+0x2e95
1,<<,5669,-2355,-0x933,-4873,-0x1309,,,+13731,+0x35a3,,,+30081,+0x7581
1,<<,5670,-10811,-0x2a3b,-15173,-0x3b45,,,+25,+0x19,+7455,+0x1d1f,,
1,<<,5671,-2721,-0xaa1,,,-6339,-0x18c3,+5859,+0x16e3,,,+11465,+0x2cc9
1,<<,5672,-1139,-0x473,-2273,-0x8e1,,,+7317,+0x1c95,+7471,+0x1d2f,,
1,<<,5673,-11451,-0x2cbb,-19989,-0x4e15,,,+897,+0x381,+5915,+0x171b,,
1,<<,5674,-2925,-0xb6d,,,-5375,-0x14ff,+6783,+0x1a7f,,,+7125,+0x1bd5
1,<<,5675,-16017,-0x3e91,,,-22891,-0x596b,+231,+0xe7,,,+9125,+0x23a5
1,<<,5676,-605,-0x25d,,,-21683,-0x54b3,+1755,+0x6db,,,+13945,+0x3679
1,<<,5677,-985,-0x3d9,,,-4351,-0x10ff,+1197,+0x4ad,+5747,+0x1673,,
1,<<,5678,-33,-0x21,,,-3003,-0xbbb,+1617,+0x651,+22735,+0x58cf,,
1,<<,5679,-1455,-0x5af,-7245,-0x1c4d,,,+10385,+0x2891,+14843,+0x39fb,,
1,<<,5680,-2457,-0x999,,,-4499,-0x1193,+2943,+0xb7f,,,+4785,+0x12b1
1,<<,5681,-3675,-0xe5b,-15945,-0x3e49,,,+585,+0x249,+2931,+0xb73,,
1,<<,5682,-417,-0x1a1,,,-471,-0x1d7,+7767,+0x1e57,,,+8809,+0x2269
1,<<,5683,-157,-0x9d,,,-1375,-0x55f,+1715,+0x6b3,,,+2741,+0xab5
1,<<,5684,-11039,-0x2b1f,-12977,-0x32b1,,,+2155,+0x86b,,,+12217,+0x2fb9
1,<<,5685,-2355,-0x933,-17901,-0x45ed,,,+1881,+0x759,+13739,+0x35ab,,
1,<<,5686,-227,-0xe3,-753,-0x2f1,,,+3363,+0xd23,,,+18325,+0x4795
1,<<,5687,-8605,-0x219d,,,-12775,-0x31e7,+3345,+0xd11,+13923,+0x3663,,
1,<<,5688,-6585,-0x19b9,,,-8915,-0x22d3,+8565,+0x2175,+9975,+0x26f7,,
1,<<,5689,-3325,-0xcfd,,,-17863,-0x45c7,+9051,+0x235b,,,+14237,+0x379d
1,<<,5690,-1701,-0x6a5,,,-9891,-0x26a3,+4527,+0x11af,,,+9549,+0x254d
1,<<,5691,-5437,-0x153d,,,-18639,-0x48cf,+1653,+0x675,+29243,+0x723b,,
1,<<,5692,-3783,-0xec7,-17973,-0x4635,,,+1857,+0x741,+2983,+0xba7,,
1,<<,5693,-4555,-0x11cb,-9109,-0x2395,,,+4485,+0x1185,+11439,+0x2caf,,
1,<<,5694,-7577,-0x1d99,,,-11223,-0x2bd7,+3477,+0xd95,+11755,+0x2deb,,
1,<<,5695,-1965,-0x7ad,,,-18319,-0x478f,+53,+0x35,+11319,+0x2c37,,
1,<<,5696,-7625,-0x1dc9,,,-15975,-0x3e67,+11641,+0x2d79,+16303,+0x3faf,,
1,<<,5697,-313,-0x139,,,-2803,-0xaf3,+8687,+0x21ef,,,+9117,+0x239d
1,<<,5698,-10667,-0x29ab,-15741,-0x3d7d,,,+375,+0x177,,,+1105,+0x451
1,<<,5699,-271,-0x10f,-7905,-0x1ee1,,,+1793,+0x701,+34811,+0x87fb,,
1,<<,5700,-4545,-0x11c1,,,-4659,-0x1233,+925,+0x39d,+6307,+0x18a3,,
1,<<,5701,-1281,-0x501,,,-6499,-0x1963,+2051,+0x803,,,+5877,+0x16f5
1,<<,5702,-8183,-0x1ff7,-13161,-0x3369,,,+169,+0xa9,+17875,+0x45d3,,
1,<<,5703,-681,-0x2a9,,,-7959,-0x1f17,+8075,+0x1f8b,,,+11681,+0x2da1
1,<<,5704,-479,-0x1df,-1725,-0x6bd,,,+2353,+0x931,+11011,+0x2b03,,
1,<<,5705,-1849,-0x739,,,-21675,-0x54ab,+1575,+0x627,,,+2589,+0xa1d
1,<<,5706,-10715,-0x29db,-13013,-0x32d5,,,+1797,+0x705,+5859,+0x16e3,,
1,<<,5707,-5515,-0x158b,-6889,-0x1ae9,,,+45,+0x2d,+12375,+0x3057,,
1,<<,5708,-1157,-0x485,,,-6503,-0x1967,+11443,+0x2cb3,,,+16473,+0x4059
1,<<,5709,-751,-0x2ef,-8053,-0x1f75,,,+3267,+0xcc3,,,+4329,+0x10e9
1,<<,5710,-2253,-0x8cd,,,-2643,-0xa53,+1617,+0x651,+2995,+0xbb3,,
1,<<,5711,-5991,-0x1767,-43009,-0xa801,,,+2301,+0x8fd,+3795,+0xed3,,
1,<<,5712,-3245,-0xcad,,,-20919,-0x51b7,+1071,+0x42f,,,+8845,+0x228d
1,<<,5713,-1261,-0x4ed,,,-2895,-0xb4f,+8309,+0x2075,+11199,+0x2bbf,,
1,<<,5714,-8865,-0x22a1,,,-14871,-0x3a17,+4563,+0x11d3,,,+15997,+0x3e7d
1,<<,5715,-2215,-0x8a7,-4161,-0x1041,,,+509,+0x1fd,+12539,+0x30fb,,
1,<<,5716,-309,-0x135,,,-1487,-0x5cf,+8163,+0x1fe3,,,+16713,+0x4149
1,<<,5717,-769,-0x301,,,-27091,-0x69d3,+2177,+0x881,+3239,+0xca7,,
1,<<,5718,-3195,-0xc7b,-11417,-0x2c99,,,+2023,+0x7e7,,,+2665,+0xa69
1,<<,5719,-5545,-0x15a9,,,-27871,-0x6cdf,+6003,+0x1773,,,+8873,+0x22a9
1,<<,5720,-6099,-0x17d3,-8769,-0x2241,,,+14797,+0x39cd,+28671,+0x6fff,,
1,<<,5721,-1581,-0x62d,,,-3903,-0xf3f,+12201,+0x2fa9,+18891,+0x49cb,,
1,<<,5722,-3951,-0xf6f,-7493,-0x1d45,,,+5365,+0x14f5,+6859,+0x1acb,,
1,<<,5723,-1819,-0x71b,-25677,-0x644d,,,+2715,+0xa9b,,,+8213,+0x2015
1,<<,5724,-5667,-0x1623,-16469,-0x4055,,,+8451,+0x2103,,,+25225,+0x6289
1,<<,5725,-4873,-0x1309,,,-23043,-0x5a03,+237,+0xed,+6587,+0x19bb,,
1,<<,5726,-395,-0x18b,-833,-0x341,,,+2347,+0x92b,,,+4333,+0x10ed
1,<<,5727,-507,-0x1fb,-1609,-0x649,,,+11669,+0x2d95,+16335,+0x3fcf,,
1,<<,5728,-3849,-0xf09,,,-13359,-0x342f,+1555,+0x613,,,+6453,+0x1935
1,<<,5729,-595,-0x253,-1365,-0x555,,,+3435,+0xd6b,,,+5369,+0x14f9
1,<<,5730,-4281,-0x10b9,,,-13863,-0x3627,+12493,+0x30cd,+14707,+0x3973,,
1,<<,5731,-2307,-0x903,-15417,-0x3c39,,,+435,+0x1b3,,,+32825,+0x8039
1,<<,5732,-1385,-0x569,,,-1587,-0x633,+133,+0x85,+16591,+0x40cf,,
1,<<,5733,-1983,-0x7bf,-5481,-0x1569,,,+161,+0xa1,+5031,+0x13a7,,
1,<<,5734,-923,-0x39b,-3233,-0xca1,,,+603,+0x25b,,,+2817,+0xb01
1,<<,5735,-2479,-0x9af,-10089,-0x2769,,,+3305,+0xce9,+9323,+0x246b,,
1,<<,5736,-2223,-0x8af,-2697,-0xa89,,,+907,+0x38b,,,+14385,+0x3831
1,<<,5737,-1663,-0x67f,-2061,-0x80d,,,+11025,+0x2b11,+20727,+0x50f7,,
1,<<,5738,-3747,-0xea3,-11433,-0x2ca9,,,+1393,+0x571,+4095,+0xfff,,
1,<<,5739,-6751,-0x1a5f,-16021,-0x3e95,,,+4805,+0x12c5,+22751,+0x58df,,
1,<<,5740,-377,-0x179,,,-6839,-0x1ab7,+4165,+0x1045,+6351,+0x18cf,,
1,<<,5741,-5175,-0x1437,-11349,-0x2c55,,,+5265,+0x1491,+11927,+0x2e97,,
1,<<,5742,-7025,-0x1b71,,,-10871,-0x2a77,+255,+0xff,,,+1773,+0x6ed
1,<<,5743,-2331,-0x91b,-30957,-0x78ed,,,+7895,+0x1ed7,,,+20745,+0x5109
1,<<,5744,-3729,-0xe91,,,-18003,-0x4653,+1761,+0x6e1,+2011,+0x7db,,
1,<<,5745,-4281,-0x10b9,,,-5031,-0x13a7,+7761,+0x1e51,+10299,+0x283b,,
1,<<,5746,-2153,-0x869,,,-17715,-0x4533,+5607,+0x15e7,,,+8577,+0x2181
1,<<,5747,-14365,-0x381d,,,-16411,-0x401b,+2195,+0x893,,,+19125,+0x4ab5
1,<<,5748,-1085,-0x43d,,,-20555,-0x504b,+2821,+0xb05,+7971,+0x1f23,,
1,<<,5749,-2323,-0x913,-15049,-0x3ac9,,,+1295,+0x50f,,,+2625,+0xa41
1,<<,5750,-171,-0xab,-3365,-0xd25,,,+7305,+0x1c89,+18607,+0x48af,,
1,<<,5751,-357,-0x165,,,-11979,-0x2ecb,+2375,+0x947,,,+22565,+0x5825
1,<<,5752,-7553,-0x1d81,,,-16883,-0x41f3,+4333,+0x10ed,+13615,+0x352f,,
1,<<,5753,-7645,-0x1ddd,,,-10431,-0x28bf,+1625,+0x659,+4187,+0x105b,,
1,<<,5754,-1001,-0x3e9,,,-8243,-0x2033,+4869,+0x1305,+5883,+0x16fb,,
1,<<,5755,-4705,-0x1261,,,-17155,-0x4303,+1269,+0x4f5,+24959,+0x617f,,
1,<<,5756,-4847,-0x12ef,-6525,-0x197d,,,+2247,+0x8c7,,,+12825,+0x3219
1,<<,5757,-3339,-0xd0b,-7573,-0x1d95,,,+3335,+0xd07,,,+7161,+0x1bf9
1,<<,5758,-3365,-0xd25,,,-6231,-0x1857,+1533,+0x5fd,+28983,+0x7137,,
1,<<,5759,-5295,-0x14af,-17565,-0x449d,,,+3413,+0xd55,+16599,+0x40d7,,
1,<<,5760,-1425,-0x591,,,-28067,-0x6da3,+2607,+0xa2f,,,+5101,+0x13ed
1,<<,5761,-5061,-0x13c5,,,-6523,-0x197b,+5127,+0x1407,,,+10397,+0x289d
1,<<,5762,-1625,-0x659,,,-7863,-0x1eb7,+6039,+0x1797,,,+10749,+0x29fd
1,<<,5763,-759,-0x2f7,-7269,-0x1c65,,,+2711,+0xa97,,,+7541,+0x1d75
1,<<,5764,-1085,-0x43d,,,-5639,-0x1607,+2871,+0xb37,,,+3717,+0xe85
1,<<,5765,-1321,-0x529,,,-6375,-0x18e7,+1835,+0x72b,,,+11877,+0x2e65
1,<<,5766,-4427,-0x114b,-24045,-0x5ded,,,+9469,+0x24fd,+11235,+0x2be3,,
1,<<,5767,-21715,-0x54d3,-25297,-0x62d1,,,+2289,+0x8f1,+5859,+0x16e3,,
1,<<,5768,-779,-0x30b,-15977,-0x3e69,,,+825,+0x339,+18751,+0x493f,,
1,<<,5769,-2313,-0x909,,,-4651,-0x122b,+5157,+0x1425,+10767,+0x2a0f,,
1,<<,5770,-1757,-0x6dd,,,-6423,-0x1917,+2919,+0xb67,,,+8625,+0x21b1
1,<<,5771,-2445,-0x98d,,,-8611,-0x21a3,+81,+0x51,+9099,+0x238b,,
1,<<,5772,-9887,-0x269f,-19785,-0x4d49,,,+1675,+0x68b,,,+11253,+0x2bf5
1,<<,5773,-2073,-0x819,,,-2583,-0xa17,+489,+0x1e9,+3311,+0xcef,,
1,<<,5774,-743,-0x2e7,-5445,-0x1545,,,+1093,+0x445,+12303,+0x300f,,
1,<<,5775,-3195,-0xc7b,-5197,-0x144d,,,+869,+0x365,+9075,+0x2373,,
1,<<,5776,-3813,-0xee5,,,-4935,-0x1347,+807,+0x327,,,+2305,+0x901
1,<<,5777,-3391,-0xd3f,-10641,-0x2991,,,+6389,+0x18f5,+10739,+0x29f3,,
1,<<,5778,-3111,-0xc27,-3177,-0xc69,,,+13525,+0x34d5,+14443,+0x386b,,
1,<<,5779,-4611,-0x1203,-22621,-0x585d,,,+4475,+0x117b,,,+4853,+0x12f5
1,<<,5780,-3479,-0xd97,-14849,-0x3a01,,,+2493,+0x9bd,+6375,+0x18e7,,
1,<<,5781,-403,-0x193,-3793,-0xed1,,,+1565,+0x61d,+6459,+0x193b,,
1,<<,5782,-1013,-0x3f5,,,-1683,-0x693,+2025,+0x7e9,+7119,+0x1bcf,,
1,<<,5783,-9511,-0x2527,-18157,-0x46ed,,,+4773,+0x12a5,+26195,+0x6653,,
1,<<,5784,-2307,-0x903,-31833,-0x7c59,,,+5661,+0x161d,+19735,+0x4d17,,
1,<<,5785,-4039,-0xfc7,-19521,-0x4c41,,,+1491,+0x5d3,,,+3077,+0xc05
1,<<,5786,-9765,-0x2625,,,-25767,-0x64a7,+4407,+0x1137,,,+7077,+0x1ba5
1,<<,5787,-2025,-0x7e9,,,-5479,-0x1567,+9909,+0x26b5,+27819,+0x6cab,,
1,<<,5788,-3585,-0xe01,,,-4883,-0x1313,+7435,+0x1d0b,,,+9585,+0x2571
1,<<,5789,-925,-0x39d,,,-2263,-0x8d7,+1367,+0x557,,,+14237,+0x379d
1,<<,5790,-2141,-0x85d,,,-13587,-0x3513,+2569,+0xa09,+3859,+0xf13,,
1,<<,5791,-5739,-0x166b,-37629,-0x92fd,,,+2573,+0xa0d,+6903,+0x1af7,,
1,<<,5792,-18555,-0x487b,-23429,-0x5b85,,,+3541,+0xdd5,+11347,+0x2c53,,
1,<<,5793,-9163,-0x23cb,-11581,-0x2d3d,,,+441,+0x1b9,+2499,+0x9c3,,
1,<<,5794,-11267,-0x2c03,-27797,-0x6c95,,,+6367,+0x18df,,,+38625,+0x96e1
1,<<,5795,-11301,-0x2c25,,,-12031,-0x2eff,+12609,+0x3141,+19851,+0x4d8b,,
1,<<,5796,-285,-0x11d,,,-7595,-0x1dab,+16647,+0x4107,,,+18957,+0x4a0d
1,<<,5797,-1695,-0x69f,-2181,-0x885,,,+10241,+0x2801,+22439,+0x57a7,,
1,<<,5798,-561,-0x231,,,-6707,-0x1a33,+2455,+0x997,,,+12033,+0x2f01
1,<<,5799,-3859,-0xf13,-6957,-0x1b2d,,,+3875,+0xf23,,,+10173,+0x27bd
1,<<,5800,-7169,-0x1c01,,,-13007,-0x32cf,+891,+0x37b,,,+5277,+0x149d
1,<<,5801,-2473,-0x9a9,,,-4863,-0x12ff,+3801,+0xed9,+5199,+0x144f,,
1,<<,5802,-6611,-0x19d3,-12821,-0x3215,,,+427,+0x1ab,,,+553,+0x229
1,<<,5803,-2625,-0xa41,,,-8655,-0x21cf,+20565,+0x5055,+44451,+0xada3,,
1,<<,5804,-2477,-0x9ad,,,-14163,-0x3753,+5151,+0x141f,,,+22761,+0x58e9
1,<<,5805,-2329,-0x919,,,-18603,-0x48ab,+1349,+0x545,+1491,+0x5d3,,
1,<<,5806,-593,-0x251,,,-5855,-0x16df,+6145,+0x1801,+15583,+0x3cdf,,
1,<<,5807,-9945,-0x26d9,,,-15811,-0x3dc3,+8883,+0x22b3,,,+40173,+0x9ced
1,<<,5808,-2303,-0x8ff,-4277,-0x10b5,,,+1191,+0x4a7,,,+5341,+0x14dd
1,<<,5809,-4003,-0xfa3,-7645,-0x1ddd,,,+2285,+0x8ed,+26315,+0x66cb,,
1,<<,5810,-707,-0x2c3,-14177,-0x3761,,,+4759,+0x1297,,,+10753,+0x2a01
1,<<,5811,-825,-0x339,,,-7107,-0x1bc3,+2433,+0x981,+11259,+0x2bfb,,
1,<<,5812,-2877,-0xb3d,,,-13935,-0x366f,+4921,+0x1339,+13495,+0x34b7,,
1,<<,5813,-1653,-0x675,,,-4363,-0x110b,+3015,+0xbc7,,,+13209,+0x3399
1,<<,5814,-2477,-0x9ad,,,-5903,-0x170f,+999,+0x3e7,,,+9073,+0x2371
1,<<,5815,-2835,-0xb13,-3025,-0xbd1,,,+3605,+0xe15,+7203,+0x1c23,,
1,<<,5816,-2345,-0x929,,,-12399,-0x306f,+3417,+0xd59,+4771,+0x12a3,,
1,<<,5817,-2103,-0x837,-10125,-0x278d,,,+441,+0x1b9,+1559,+0x617,,
1,<<,5818,-3555,-0xde3,-16653,-0x410d,,,+1165,+0x48d,+17419,+0x440b,,
1,<<,5819,-1891,-0x763,-2101,-0x835,,,+2939,+0xb7b,,,+9029,+0x2345
1,<<,5820,-2495,-0x9bf,-9377,-0x24a1,,,+3097,+0xc19,+7483,+0x1d3b,,
1,<<,5821,-1371,-0x55b,-28945,-0x7111,,,+3227,+0xc9b,,,+9309,+0x245d
1,<<,5822,-2507,-0x9cb,-4137,-0x1029,,,+2767,+0xacf,,,+8097,+0x1fa1
1,<<,5823,-3589,-0xe05,,,-3955,-0xf73,+45,+0x2d,+13023,+0x32df,,
1,<<,5824,-4067,-0xfe3,-18245,-0x4745,,,+1197,+0x4ad,+4707,+0x1263,,
1,<<,5825,-4329,-0x10e9,,,-11431,-0x2ca7,+1461,+0x5b5,+32219,+0x7ddb,,
1,<<,5826,-881,-0x371,,,-6711,-0x1a37,+1855,+0x73f,,,+4225,+0x1081
1,<<,5827,-3045,-0xbe5,,,-6171,-0x181b,+5909,+0x1715,+20051,+0x4e53,,
1,<<,5828,-6579,-0x19b3,-8457,-0x2109,,,+2433,+0x981,+15051,+0x3acb,,
1,<<,5829,-6813,-0x1a9d,,,-16959,-0x423f,+5229,+0x146d,+7707,+0x1e1b,,
1,<<,5830,-263,-0x107,-297,-0x129,,,+1227,+0x4cb,,,+48717,+0xbe4d
1,<<,5831,-4195,-0x1063,-15349,-0x3bf5,,,+1281,+0x501,+25739,+0x648b,,
1,<<,5832,-9165,-0x23cd,,,-13815,-0x35f7,+1233,+0x4d1,+1467,+0x5bb,,
1,<<,5833,-519,-0x207,-4525,-0x11ad,,,+3531,+0xdcb,,,+21641,+0x5489
1,<<,5834,-635,-0x27b,-2681,-0xa79,,,+4999,+0x1387,,,+24777,+0x60c9
1,<<,5835,-3199,-0xc7f,-4897,-0x1321,,,+5129,+0x1409,+7143,+0x1be7,,
